Level1,Level2,Level3,Total
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),13
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),31
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),294
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),63
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),194
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),22
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),14
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),33
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),322
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Művészeti tevékenységek (kivéve: színház) (082030),160996
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),479
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),2276
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),250
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),130
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),530
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),32328
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),299
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),8996
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),149448
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),11397
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),3077
Szabadidős és sportszolgáltatások (0810),Kulturális szolgáltatások (0820),Közművelődés - hagyományos közösségi kulturális értékek gondozása (082092),6580
Kulturális szolgáltatások (0820),Műsorszolgáltatási és kiadói szolgáltatások (0830),Egyéb kiadói tevékenység (083030),145731
Kulturális szolgáltatások (0820),Műsorszolgáltatási és kiadói szolgáltatások (0830),Egyéb kiadói tevékenység (083030),2036
Kulturális szolgáltatások (0820),Műsorszolgáltatási és kiadói szolgáltatások (0830),Egyéb kiadói tevékenység (083030),39897
Műsorszolgáltatási és kiadói szolgáltatások (0830),Vallási és egyéb közösségi szolgáltatások (0840),Civil szervezetek működési támogatása (084031),30324
Műsorszolgáltatási és kiadói szolgáltatások (0830),Vallási és egyéb közösségi szolgáltatások (0840),Civil szervezetek működési támogatása (084031),3716
Műsorszolgáltatási és kiadói szolgáltatások (0830),Vallási és egyéb közösségi szolgáltatások (0840),Civil szervezetek programtámogatása (084032),12000
Műsorszolgáltatási és kiadói szolgáltatások (0830),Vallási és egyéb közösségi szolgáltatások (0840),Civil szervezetek programtámogatása (084032),12000
Műsorszolgáltatási és kiadói szolgáltatások (0830),Vallási és egyéb közösségi szolgáltatások (0840),Civil szervezetek programtámogatása (084032),7874
Műsorszolgáltatási és kiadói szolgáltatások (0830),Vallási és egyéb közösségi szolgáltatások (0840),Egyházak közösségi és hitéleti tevékenységének támogatása (084040),10000
Műsorszolgáltatási és kiadói szolgáltatások (0830),Vallási és egyéb közösségi szolgáltatások (0840),Egyházak közösségi és hitéleti tevékenységének támogatása (084040),26350
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Nemzetközi kulturális együttműködés (086030),3182
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Nemzetközi kulturális együttműködés (086030),55
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Nemzetközi kulturális együttműködés (086030),108
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Nemzetközi kulturális együttműködés (086030),989
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Nemzetközi kulturális együttműködés (086030),48
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Nemzetközi kulturális együttműködés (086030),712
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Nemzetközi kulturális együttműködés (086030),33
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Egyéb szabadidős szolgáltatás (086090),178
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Egyéb szabadidős szolgáltatás (086090),420
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Egyéb szabadidős szolgáltatás (086090),102
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Egyéb szabadidős szolgáltatás (086090),40
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Egyéb szabadidős szolgáltatás (086090),34
"Szabadidős tevékenységekhez, kultúrához és valláshoz kapcsolódó K+F (0850)","Egyéb szabadidő, kultúra és vallás (0860)",Egyéb szabadidős szolgáltatás (086090),327
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",825483
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",87061
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",1432
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",25798
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",35762
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",3927
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",990
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",39377
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",99
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",24101
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",299809
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",6687
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",1534
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",7296
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",28753
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",69
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",148
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",148
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",1000
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",7206
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",2749
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",12272
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",1671
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",19
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",137
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás szakmai feladatai (091110)",491
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",15402
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",1867
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",170
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",1492
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",910
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",438
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",49
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",1546
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",889
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",5419
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",204
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",90
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",201
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",14
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",31
Oktatás (9),Óvodai nevelés (0911),"Sajátos nevelési igényű gyermekek óvodai nevelésének, ellátásának szakmai feladatai (091120)",12
Oktatás (9),Óvodai nevelés (0911),"Nemzetiségi óvodai nevelés, ellátás szakmai feladatai (091130)",17365
Oktatás (9),Óvodai nevelés (0911),"Nemzetiségi óvodai nevelés, ellátás szakmai feladatai (091130)",1745
Oktatás (9),Óvodai nevelés (0911),"Nemzetiségi óvodai nevelés, ellátás szakmai feladatai (091130)",709
Oktatás (9),Óvodai nevelés (0911),"Nemzetiségi óvodai nevelés, ellátás szakmai feladatai (091130)",20
Oktatás (9),Óvodai nevelés (0911),"Nemzetiségi óvodai nevelés, ellátás szakmai feladatai (091130)",353
Oktatás (9),Óvodai nevelés (0911),"Nemzetiségi óvodai nevelés, ellátás szakmai feladatai (091130)",5082
Oktatás (9),Óvodai nevelés (0911),"Nemzetiségi óvodai nevelés, ellátás szakmai feladatai (091130)",116
Oktatás (9),Óvodai nevelés (0911),"Nemzetiségi óvodai nevelés, ellátás szakmai feladatai (091130)",132
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",541577
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",36315
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",6417
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",2080
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",236
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",1556
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",31916
Oktatás (9),Óvodai nevelés (0911),"Óvodai nevelés, ellátás működtetési feladatai (091140)",2887
